aval,lambda,lambda_sem
0.6,0.434788381831262,0.0014111780186417142
0.62,0.4468227828359898,0.0013809543239273751
0.64,0.45892106861972426,0.001341392290391364
0.66,0.4649849252994289,0.0013377589711203635
0.68,0.4711885705178279,0.0012647655279744122
0.7,0.47399491060638477,0.0012211777665947735
0.72,0.47882970965101246,0.001265034318051268
0.74,0.48357351602558873,0.001278292011552485
0.76,0.4860037740834106,0.0014375068609122615
0.78,0.48961431561117397,0.0013621201822521323
0.8,0.49167900616947785,0.0013474341822240004
0.82,0.4909294147869582,0.001363287596380388
0.84,0.4838284388432471,0.0014032103039551367
0.86,0.46323009828174033,0.0016743190035248083
0.88,0.4019276369487779,0.0020838424502803527
0.9,0.3061481993767196,0.002442427283639031
0.92,0.1970873889869729,0.002032951674902226
0.94,0.12093476525917425,0.001185842445940733
0.96,0.07830963135837958,0.0007134125608731816
0.98,0.0628995911267915,0.0006115076149283351
1.0,0.05863596422395575,0.0004911788458955998
